Survey,Season,Year,Tow_Number,Region,Depth_Stratum,Grid,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Start_Date,Tow_Time,Start_Depth_fathoms,End_Depth_fathoms,Tow_Type,Tow_LengthNM,Air_Temp,Bottom_WaterTemp_DegC,Bottom_Salinity,Surface_WaterTemp_DegC,Surface_Salinity
SP09,Spring,2009,24,1,2,18,43.51343,-70.2425,43.50377,-70.25533,2009-05-08T13:30:00Z,0:20,23.5,23.4,R,0.806,,4.8,32.45,6.8,30.52
SP09,Spring,2009,25,2,4,732,43.45877,-69.91387,43.45018,-69.92952,2009-05-11T08:10:00Z,0:20,76,79.8,R,0.855,7.8,4.3,32.89,4.1,32.37
SP09,Spring,2009,26,2,4,668,43.5147,-69.91857,43.50975,-69.93595,2009-05-11T09:42:00Z,0:20,61.6,62.4,R,0.815,,4.1,32.81,7.4,30.21
SP09,Spring,2009,27,2,3,566,43.59272,-69.83887,43.58178,-69.84502,2009-05-11T11:26:00Z,0:18,47.3,50.1,R,0.721,8.3,4.2,32.57,6.9,29.93
SP09,Spring,2009,29,2,2,462,43.64345,-69.85095,43.63157,-69.85807,2009-05-11T14:16:00Z,0:20,23.7,34.3,R,0.777,8.9,4.7,32,7.7,28.95
SP09,Spring,2009,30,2,1,367,43.66897,-70.12995,43.65545,-70.12748,2009-05-11T16:41:00Z,0:20,15.2,17.1,R,0.818,8.9,6.1,31.63,8.1,30.62
SP09,Spring,2009,31,2,2,414,43.657,-69.99948,43.64725,-70.01013,2009-05-12T07:58:00Z,0:17,24.4,23.2,R,0.759,8.3,5.4,31.85,7.3,30.77
SP09,Spring,2009,32,2,2,418,43.66693,-69.90622,43.6537,-69.91183,2009-05-12T09:23:00Z,0:20,24.5,29.6,R,0.803,11.1,5.3,31.81,8.1,30.02
SP09,Spring,2009,33,2,1,224,43.74682,-69.87613,43.7349,-69.88348,2009-05-12T11:06:00Z,0:20,10,10.8,R,0.8,13.3,6.1,31.88,8,29.6
SP09,Spring,2009,34,2,1,339,43.6832,-69.83588,43.68935,-69.85342,2009-05-12T12:22:00Z,0:20,16.6,12.9,R,0.846,8.9,5.7,31.92,8,27.27
SP09,Spring,2009,35,2,1,303,43.71088,-69.79963,43.6987,-69.80715,2009-05-12T13:38:00Z,0:20,10.1,13.4,R,0.802,9.4,5.9,31.99,7.8,27.66
SP09,Spring,2009,36,2,4,652,43.53515,-69.69738,43.54855,-69.69022,2009-05-13T08:18:00Z,0:20,70.1,67,R,0.863,8.9,4.3,32.6,4.3,32.39
SP09,Spring,2009,37,2,3,508,43.62702,-69.70725,43.61425,-69.71322,2009-05-13T09:44:00Z,0:20,50.7,52,RA,0.809,9.4,4.2,32.36,7.6,31.38
SP09,Spring,2009,38,2,3,507,43.61467,-69.75978,43.6208,-69.74267,2009-05-13T10:50:00Z,0:20,51,46.8,NA,0.831,9.4,4.3,32.39,7.8,30.93
SP09,Spring,2009,40,2,2,231,43.7294,-69.67748,43.74008,-69.68772,2009-05-13T14:05:00Z,0:20,36.8,32.8,R,0.781,10.6,6.8,31.25,6,31.47
SP09,Spring,2009,41,2,3,174,43.76753,-69.38557,43.7788,-69.38103,2009-05-14T07:16:00Z,0:20,46.6,44.7,R,0.708,,4.4,32.15,6.4,30.73
SP09,Spring,2009,42,2,3,282,43.76583,-69.35513,43.75317,-69.36112,2009-05-14T09:00:00Z,0:20,45,46.4,NA,0.804,9.4,4.3,32.13,4.4,32.13
SP09,Spring,2009,43,2,4,397,43.66087,-69.45023,43.6713,-69.43915,2009-05-14T10:40:00Z,0:20,64.9,61.8,RA,0.79,9.4,4.1,32.36,8.1,30.97
SP09,Spring,2009,45,2,1,15,43.94817,-69.38513,43.93937,-69.39843,2009-05-15T08:01:00Z,0:20,7.6,8.6,R,0.781,11.7,8.7,30.99,9.2,30.51
SP09,Spring,2009,47,2,1,58,43.85607,-69.5312,43.84305,-69.52823,2009-05-15T11:29:00Z,0:20,16.6,20.5,R,0.791,10,4.8,32.06,9.1,30.63
SP09,Spring,2009,48,3,3,569,43.75238,-69.1444,43.74177,-69.15638,2009-05-18T09:00:00Z,0:20,54.5,62.8,NA,0.821,7.8,4.3,32.37,7.3,31.27
SP09,Spring,2009,49,3,3,543,43.77592,-69.18305,43.76417,-69.1741,2009-05-18T10:01:00Z,0:20,47.1,48,R,0.805,7.8,4.3,32.42,7.4,31.15
SP09,Spring,2009,50,3,2,392,43.88,-69.03888,43.86848,-69.03522,2009-05-18T12:07:00Z,0:18,26.3,28.9,R,0.744,,5.2,31.7,7.1,30.61
SP09,Spring,2009,52,3,1,254,43.96818,-69.13407,43.96335,-69.1521,2009-05-18T15:55:00Z,0:20,17.3,16.2,R,0.832,7.8,5.2,31.59,8,29.29
SP09,Spring,2009,53,3,1,9,44.3138,-68.9234,44.3059,-68.93287,2009-05-19T06:57:00Z,0:16,11.5,11.4,R,0.626,6.1,5.2,30.95,7.9,27.2
SP09,Spring,2009,54,3,2,13,44.30397,-68.85533,44.28982,-68.86067,2009-05-19T09:54:00Z,0:20,24.2,21,R,0.879,7.8,5,31.31,7.5,28.52
SP09,Spring,2009,55,3,2,77,44.22877,-68.89115,44.22155,-68.89627,2009-05-19T11:06:00Z,0:12,26.3,27.2,R,0.487,9.4,5,30.57,5.1,31.07
SP09,Spring,2009,56,3,2,127,44.15968,-69.00918,44.14608,-69.007,2009-05-19T12:52:00Z,0:20,31.4,29.7,R,0.821,10,5.2,31.46,9.9,23.97
SP09,Spring,2009,57,3,1,165,44.10773,-69.05172,44.1209,-69.05258,2009-05-19T14:10:00Z,0:20,17.9,18.8,R,0.803,11.7,5.3,31.33,9.7,23.98
SP09,Spring,2009,58,3,2,239,43.9863,-69.04072,43.99542,-69.03108,2009-05-19T16:29:00Z,0:16,24.7,30.3,R,0.688,9.4,5.7,31.48,9.2,27.42
SP09,Spring,2009,59,3,4,783,43.58013,-68.84427,43.5748,-68.85988,2009-05-20T09:40:00Z,0:20,73.2,71.1,R,0.753,8.9,4.8,32.79,4.8,32.77
SP09,Spring,2009,60,3,4,798,43.53575,-68.96582,43.54445,-68.9522,2009-05-20T11:08:00Z,0:20,56,59.6,R,0.79,9.4,4.6,32.68,7.2,31.86
SP09,Spring,2009,62,3,3,494,43.80022,-69.04253,43.81165,-69.03383,2009-05-20T16:29:00Z,0:20,43.5,39.8,RA,0.786,18.9,4.4,31.75,8,30.12
SP09,Spring,2009,63,3,3,557,43.75802,-68.7269,43.77035,-68.72355,2009-05-21T08:13:00Z,0:20,60.3,58.8,NA,0.754,10,4.6,32.39,7.3,31.61
SP09,Spring,2009,65,3,3,312,43.9338,-68.78892,43.93495,-68.77178,2009-05-21T15:33:00Z,0:20,43.5,48.2,R,0.745,13.3,4.8,31.97,8,30.42
SP09,Spring,2009,66,3,3,293,43.9535,-68.71552,43.9648,-68.71832,2009-05-21T16:46:00Z,0:20,45.5,44.2,RA,0.771,,4.8,31.97,8.4,30
SP09,Spring,2009,67,3,1,40,44.27478,-68.77707,44.26305,-68.78683,2009-05-22T08:21:00Z,0:20,16.6,13.1,R,0.822,15,5.7,29.01,6.2,28.63
SP09,Spring,2009,68,3,1,120,44.1723,-68.79888,44.16112,-68.78823,2009-05-22T10:02:00Z,0:20,8.4,10,R,0.814,,7.2,30.86,9.3,30.04
SP09,Spring,2009,70,4,3,631,43.92945,-68.5532,43.91817,-68.56515,2009-05-25T07:07:00Z,0:20,49.6,50,R,0.853,9.4,4.8,32.36,8,31.44
SP09,Spring,2009,71,4,3,538,43.99647,-68.5548,43.98317,-68.54748,2009-05-25T08:24:00Z,0:20,43.6,46.5,R,0.856,10,4.8,32.03,7.9,31.46
SP09,Spring,2009,73,4,1,307,44.11027,-68.59047,44.11668,-68.58052,2009-05-25T13:38:00Z,0:14,15.4,16.9,R,0.577,13.3,7.6,31.43,8.4,31.09
SP09,Spring,2009,74,4,4,638,43.92048,-68.40632,43.91115,-68.42057,2009-05-26T07:06:00Z,0:20,58.6,59.1,R,0.833,6.7,5,32.78,7.8,31.8
SP09,Spring,2009,75,4,4,597,43.95307,-68.3165,43.94945,-68.3346,2009-05-26T08:58:00Z,0:20,61.1,60,R,0.814,6.7,5,32.77,7.9,31.81
SP09,Spring,2009,76,4,3,548,43.9997,-68.31843,43.986,-68.32662,2009-05-26T10:07:00Z,0:20,51.8,52,RA,0.894,6.7,5,32.53,7.8,31.85
SP09,Spring,2009,77,4,3,497,44.01205,-68.2577,44.01708,-68.24272,2009-05-26T11:11:00Z,0:20,54.1,54.2,R,0.726,7.2,5.1,32.52,7.1,31.84
SP09,Spring,2009,78,4,2,404,44.06612,-68.40143,44.05523,-68.38998,2009-05-26T12:58:00Z,0:20,34.6,38.2,R,0.82,7.2,5.1,32.03,5.5,31.81
SP09,Spring,2009,79,4,3,266,44.1482,-68.1062,44.14003,-68.11912,2009-05-27T06:27:00Z,0:20,46.7,46.5,R,0.743,7.2,5.1,31.86,7,31.56
SP09,Spring,2009,80,4,2,130,44.24532,-68.43072,44.25838,-68.43842,2009-05-27T11:35:00Z,0:20,24.6,28.7,R,0.853,8.9,7.4,31.07,8.7,30.94
SP09,Spring,2009,81,4,1,91,44.30055,-68.49838,44.29047,-68.4852,2009-05-27T13:35:00Z,0:20,19.1,18.5,NA,0.847,10.6,7.5,31.13,8.4,30.98
SP09,Spring,2009,82,4,1,90,44.2902,-68.51975,44.27595,-68.51815,2009-05-27T14:36:00Z,0:20,16.1,13.9,NA,0.858,7.2,7.1,30.14,8.5,30.87
SP09,Spring,2009,83,4,3,423,44.06915,-67.91995,44.05855,-67.92958,2009-05-28T08:25:00Z,0:19,57.5,52,R,0.772,,5.6,32.45,5.9,31.93
SP09,Spring,2009,85,4,4,389,44.08988,-68.04638,44.08247,-68.03375,2009-05-29T07:54:00Z,0:18,55,54.8,NA,0.705,,5.3,32.28,6,31.71
SP09,Spring,2009,86,4,3,298,44.13018,-68.01992,44.1171,-68.02095,2009-05-29T09:08:00Z,0:20,51.7,53.5,R,0.786,,5.3,32.15,6,31.67
SP09,Spring,2009,88,4,2,59,44.34427,-68.11493,44.33058,-68.11585,2009-05-29T12:55:00Z,0:20,33.1,32.5,R,0.823,,5.7,31.74,7.1,31.42
SP09,Spring,2009,89,4,2,70,44.36095,-68.16337,44.37333,-68.17028,2009-05-29T14:21:00Z,0:20,28.9,26.7,NA,0.8,,6.3,31.53,7.1,31.42
SP09,Spring,2009,91,5,4,750,44.16278,-67.80695,44.1533,-67.7918,2009-06-01T08:48:00Z,0:20,75,79.8,R,0.866,7.8,6.3,33.38,6.1,32.98
SP09,Spring,2009,92,5,4,700,44.20568,-67.77017,44.21637,-67.75927,2009-06-01T10:45:00Z,0:20,71.9,66.8,R,0.796,8.3,6.1,32.78,6.3,31.97
SP09,Spring,2009,93,5,3,634,44.2631,-67.7895,44.27265,-67.7759,2009-06-01T12:27:00Z,0:20,42,42.2,R,0.82,8.3,6,32.04,6.7,31.73
SP09,Spring,2009,94,5,3,636,44.26567,-67.7372,44.26355,-67.71795,2009-06-01T13:51:00Z,0:20,52,57.8,R,0.838,7.8,6.2,32.15,6.6,31.92
SP09,Spring,2009,95,5,2,364,44.415,-67.56937,44.40727,-67.58555,2009-06-02T07:54:00Z,0:20,36.8,37.2,NA,0.836,8.3,6.1,31.99,6.6,31.69
SP09,Spring,2009,96,5,3,401,44.3947,-67.53062,44.38668,-67.54617,2009-06-02T09:15:00Z,0:20,48.8,47.5,R,0.823,8.3,6,32.17,6.2,31.81
SP09,Spring,2009,97,5,2,459,44.37212,-67.66995,44.36682,-67.67637,2009-06-02T10:48:00Z,0:10,33.2,33.6,RA,0.434,8.3,6,31.99,6.8,31.64
SP09,Spring,2009,98,5,1,238,44.46625,-67.7607,44.47672,-67.76013,2009-06-02T14:13:00Z,0:15,18.8,16.3,R,0.648,10,6.3,31.89,8.6,31.04
SP09,Spring,2009,100,5,3,349,44.42348,-67.12935,44.42528,-67.14812,2009-06-03T06:35:00Z,0:20,57,58.8,R,0.814,8.3,6.4,33.28,6.5,32.21
SP09,Spring,2009,101,5,2,190,44.55155,-67.18302,44.54437,-67.1914,2009-06-03T08:20:00Z,0:14,42.5,39.2,R,0.561,8.3,6,32.17,6.1,31.89
SP09,Spring,2009,102,5,2,231,44.50255,-67.28778,44.5003,-67.3064,2009-06-03T10:06:00Z,0:19,40,35.9,R,0.809,8.3,6,32.1,6.2,31.76
SP09,Spring,2009,103,5,4,503,44.34835,-67.4238,44.35922,-67.41932,2009-06-03T12:51:00Z,0:20,63.9,64.2,R,0.693,10,6.2,32.66,6.9,32.06
SP09,Spring,2009,105,5,3,78,44.63972,-67.10353,44.64618,-67.0946,2009-06-04T07:22:00Z,0:13,48.8,46.7,R,0.544,7.2,5.8,31.72,5.9,31.64
SP09,Spring,2009,106,5,3,56,44.66328,-67.04928,44.6721,-67.03468,2009-06-04T08:43:00Z,0:20,45.1,42.7,R,0.817,9.4,5.9,31.67,5.9,31.66
SP09,Spring,2009,108,5,3,24,44.74402,-67.01045,44.7316,-67.0236,2009-06-04T11:25:00Z,0:20,46.2,43.9,R,0.933,11.1,5.7,31.79,6.3,31.73
SP09,Spring,2009,109,5,1,43,44.69947,-67.11623,44.68738,-67.12897,2009-06-04T12:48:00Z,0:20,20.7,23.3,R,0.906,7.8,6.2,31.7,6.2,31.64
SP09,Spring,2009,110,5,1,85,44.62383,-67.34987,44.63102,-67.33783,2009-06-04T16:18:00Z,0:16,10.5,9.3,RA,0.673,,6.6,31.83,8.4,30.76
SP09,Spring,2009,112,5,3,244,44.48088,-67.50875,44.46897,-67.51527,2009-06-05T10:28:00Z,0:19,42,45.4,RA,0.768,7.2,6.3,31.8,7.2,31.72
FL09,Fall,2009,1,1,2,575,42.95242,-70.64688,42.94412,-70.66323,2009-10-05T08:28:00Z,0:20,25.4,25.2,R,0.887,,8.4,32.39,14.4,31.68
FL09,Fall,2009,2,1,3,659,42.8912,-70.60727,42.90187,-70.594,2009-10-05T10:10:00Z,0:20,42.5,42.3,R,0.865,14,7.5,32.62,14.6,31.73
FL09,Fall,2009,3,1,2,634,42.89978,-70.68687,42.9104,-70.6743,2009-10-05T11:37:00Z,0:20,30.9,30.6,R,0.844,15,8.4,32.43,14.4,31.69
FL09,Fall,2009,5,1,1,534,42.98135,-70.66407,42.99232,-70.65415,2009-10-05T14:48:00Z,0:20,14.2,14.8,RA,0.789,16,10.1,32.74,14.7,31.61
FL09,Fall,2009,6,1,3,541,42.98918,-70.49757,43.0019,-70.49102,2009-10-06T08:11:00Z,0:20,48.3,47.3,R,0.826,11.6,7.5,32.82,13.9,31.66
FL09,Fall,2009,7,1,4,587,42.95278,-70.36683,42.95843,-70.3835,2009-10-06T09:53:00Z,0:20,70.9,69.9,R,0.811,12.8,6,32.9,14.7,31.57
FL09,Fall,2009,8,1,3,468,43.0653,-70.41388,43.05343,-70.42405,2009-10-06T11:37:00Z,0:20,52,52.1,R,0.84,14.4,7.3,32.81,14.4,31.61
FL09,Fall,2009,10,1,2,347,43.16943,-70.4413,43.1819,-70.43325,2009-10-06T15:12:00Z,0:20,34.5,36.9,R,0.847,15,8.8,32.74,13,31.53
FL09,Fall,2009,11,1,4,371,43.16312,-70.3108,43.17102,-70.29392,2009-10-07T09:40:00Z,0:20,62.6,64.6,R,0.881,13.9,6.5,33.1,14.4,31.59
FL09,Fall,2009,12,1,4,277,43.24105,-70.1774,43.2542,-70.1696,2009-10-07T11:19:00Z,0:20,69.4,66.4,R,0.86,15,6.9,33.16,13.9,31.6
FL09,Fall,2009,13,1,4,133,43.36233,-70.10673,43.3766,-70.10387,2009-10-07T13:09:00Z,0:20,72.4,72.2,R,0.866,13.9,6.4,33.31,13.5,31.66
FL09,Fall,2009,15,1,1,1,43.55187,-70.28275,43.54608,-70.29252,2009-10-08T08:16:00Z,0:15,3.3,2.6,RA,0.576,11.7,10.9,32.48,11.4,32.23
FL09,Fall,2009,16,1,1,14,43.50108,-70.34808,43.51403,-70.34345,2009-10-08T09:39:00Z,0:20,8.2,6,NA,0.803,,11.6,32.5,12.5,31.75
FL09,Fall,2009,18,1,3,100,43.39547,-70.25067,43.40535,-70.2397,2009-10-08T12:27:00Z,0:20,46.4,47.4,R,0.796,13.9,8.7,32.97,13.1,31.68
FL09,Fall,2009,19,1,3,76,43.43183,-70.22053,43.43783,-70.20367,2009-10-08T13:57:00Z,0:20,48.6,47.4,RA,0.821,,8,33.03,13,31.75
FL09,Fall,2009,20,1,2,29,43.49023,-70.21178,43.50323,-70.21142,2009-10-08T15:32:00Z,0:20,34.7,34.5,RA,0.815,13.9,9.2,32.67,12.8,31.72
FL09,Fall,2009,21,2,4,716,43.47117,-70.02542,43.46262,-70.04023,2009-10-12T08:31:00Z,0:20,63.1,63.7,R,0.825,8.3,7.6,33.03,12.9,32.01
FL09,Fall,2009,22,2,4,721,43.46987,-69.94075,43.48068,-69.92742,2009-10-12T10:08:00Z,0:20,67.8,64.6,R,0.872,7.8,6.7,33.16,12.6,31.85
FL09,Fall,2009,23,2,3,593,43.57873,-69.80213,43.56945,-69.81177,2009-10-12T12:03:00Z,0:17,53.3,63,R,0.711,7.8,7.8,33.16,12.3,31.34
FL09,Fall,2009,25,2,3,531,43.59137,-69.94907,43.59703,-69.93207,2009-10-12T15:14:00Z,0:20,49.6,47.5,R,0.817,8.9,8.2,32.98,12.8,31.97
FL09,Fall,2009,26,2,1,250,43.70628,-70.17897,43.71607,-70.16862,2009-10-13T07:47:00Z,0:19,10,8.4,R,0.739,5.6,11.8,31.41,11.9,31.38
FL09,Fall,2009,27,2,1,182,43.76333,-70.08225,43.7489,-70.08685,2009-10-13T09:36:00Z,0:20,8.7,7.1,R,0.888,6.1,11.5,31.26,11.3,31.24
FL09,Fall,2009,28,2,1,301,43.70175,-69.86883,43.68887,-69.869,2009-10-13T12:51:00Z,0:20,8.5,12.3,R,0.772,6.7,10.6,32.65,11.6,31.99
FL09,Fall,2009,29,2,1,380,43.66742,-69.84795,43.67253,-69.84518,2009-10-13T14:07:00Z,0:10,15.8,16.6,R,0.371,,10.1,32.76,11.6,32.06
FL09,Fall,2009,30,2,1,192,43.74505,-69.74116,43.75862,-69.73843,2009-10-14T09:28:00Z,0:20,10.5,9.3,R,0.821,5,10.6,32.02,9.4,31.43
FL09,Fall,2009,31,2,2,163,43.7649,-69.69803,43.77472,-69.70078,2009-10-14T11:09:00Z,0:15,29.5,27,R,0.601,,9.5,32.79,10.5,31.86
FL09,Fall,2009,32,2,2,232,43.737,-69.66373,43.74993,-69.65908,2009-10-14T13:48:00Z,0:20,33.4,30.4,R,0.802,7.2,9,32.78,10.6,32.16
FL09,Fall,2009,33,2,3,347,43.68517,-69.65658,43.69842,-69.65063,2009-10-14T15:05:00Z,0:20,45.1,42.7,R,0.835,7.8,8.6,32.97,11.4,32.18
FL09,Fall,2009,35,2,3,168,43.76298,-69.50522,43.77628,-69.50115,2009-10-15T09:32:00Z,0:20,56,56,R,0.816,3.3,7.9,32.06,8.4,24.02
FL09,Fall,2009,36,2,3,204,43.7505,-69.432,43.76117,-69.4427,2009-10-15T11:10:00Z,0:20,45.8,46,R,0.792,3.9,9.1,33,11.3,32.31
FL09,Fall,2009,38,2,4,515,43.6081,-69.5476,43.62113,-69.55367,2009-10-15T14:08:00Z,0:20,58.9,69.6,NA,0.836,4.4,7.5,33.14,11.3,32.03
FL09,Fall,2009,39,2,4,601,43.57193,-69.63093,43.58133,-69.61742,2009-10-15T15:26:00Z,0:20,69.9,66.9,R,0.815,5,7.2,33.21,11.2,31.98
FL09,Fall,2009,40,3,3,516,43.77322,-69.18077,43.78383,-69.19202,2009-10-20T09:46:00Z,0:20,47.5,47.2,R,0.802,10,10.6,32.87,10.6,32.8
FL09,Fall,2009,41,3,3,545,43.77143,-69.11715,43.78448,-69.109,2009-10-20T11:16:00Z,0:20,49.2,48.6,R,0.86,,10.5,32.82,10.6,32.74
FL09,Fall,2009,42,3,3,492,43.79877,-69.07487,43.81212,-69.07028,2009-10-20T12:45:00Z,0:20,44.8,44.7,R,0.832,,10.6,32.81,10.7,32.58
FL09,Fall,2009,43,3,2,387,43.88365,-69.23037,43.87348,-69.24172,2009-10-20T14:54:00Z,0:19,32.3,33.4,R,0.784,11.7,10.6,32.6,10.6,31.86
FL09,Fall,2009,44,3,1,37,44.28097,-68.85493,44.26933,-68.86408,2009-10-21T08:13:00Z,0:20,14.6,14.2,NA,0.801,8.9,11,30.8,11.1,31.2
FL09,Fall,2009,45,3,1,47,44.25558,-68.90297,44.26435,-68.89972,2009-10-21T09:23:00Z,0:15,18,15.3,R,0.544,9.4,11.1,32.07,11,31.47
FL09,Fall,2009,46,3,2,143,44.13242,-68.94602,44.13987,-68.93505,2009-10-21T11:10:00Z,0:16,34.7,34.9,R,0.651,10.6,10.8,32.32,11,32.01
FL09,Fall,2009,47,3,2,127,44.15128,-69.01705,44.16233,-69.01622,2009-10-21T12:33:00Z,0:16,29.5,29.6,R,0.664,11.7,10.8,32.48,11,31.55
FL09,Fall,2009,48,3,2,59,44.23647,-68.97873,44.22488,-68.98602,2009-10-21T14:00:00Z,0:20,31,28.2,R,0.763,12.8,11.9,31.95,11.2,32.22
FL09,Fall,2009,49,3,1,151,44.11992,-69.0525,44.13175,-69.05322,2009-10-21T15:48:00Z,0:20,19.8,18,R,0.728,11.7,10.9,31.44,10.9,31.4
FL09,Fall,2009,50,3,3,558,43.77767,-68.7155,43.76515,-68.72157,2009-10-22T09:56:00Z,0:20,58.3,57.2,NA,0.824,,10.5,32.96,10.4,32.94
FL09,Fall,2009,51,3,4,561,43.7813,-68.637,43.77115,-68.64958,2009-10-22T12:18:00Z,0:20,68.3,67.9,NA,0.818,10,10.4,33.14,10.4,32.93
FL09,Fall,2009,52,3,4,611,43.74165,-68.63407,43.75073,-68.64463,2009-10-22T13:59:00Z,0:20,75.2,66.1,RA,0.725,12.2,9.9,33.43,10.4,33.01
FL09,Fall,2009,53,3,4,534,43.78463,-68.66343,43.78587,-68.6808,2009-10-22T15:19:00Z,0:20,60,58.8,RA,0.777,,10.4,33.11,10.3,33.03
FL09,Fall,2009,54,3,3,312,43.93502,-68.77335,43.93427,-68.79127,2009-10-23T07:51:00Z,0:20,47.6,43,R,0.811,3.9,10.4,32.95,10.3,32.91
FL09,Fall,2009,56,3,1,171,44.10335,-68.77237,44.11462,-68.77775,2009-10-23T12:45:00Z,0:19,14.5,14.2,NA,0.79,,10.2,31.61,10.5,32.16
FL09,Fall,2009,58,4,3,630,43.9222,-68.58328,43.93457,-68.58782,2009-10-26T09:04:00Z,0:20,51.4,52,R,0.775,6.7,10.2,32.95,10.2,32.89
FL09,Fall,2009,59,4,4,689,43.88298,-68.4619,43.86982,-68.46263,2009-10-26T10:59:00Z,0:20,68.1,68.6,RA,0.791,6.7,9.8,33.29,10.3,32.9
FL09,Fall,2009,60,4,4,638,43.91987,-68.40627,43.91107,-68.41952,2009-10-26T12:36:00Z,0:20,60.1,60.8,NA,0.795,7.8,10.3,33.09,10.3,32.99
FL09,Fall,2009,62,4,3,491,44.01963,-68.39332,44.0074,-68.39867,2009-10-27T09:10:00Z,0:19,45.4,47.3,R,0.77,7.2,10.2,33.1,10.2,32.82
FL09,Fall,2009,63,4,3,548,43.99182,-68.31085,43.97867,-68.31748,2009-10-27T10:38:00Z,0:20,53.1,53.8,R,0.837,7.2,10.1,32.91,10.2,32.87
FL09,Fall,2009,64,4,4,621,43.9426,-68.28512,43.95625,-68.28967,2009-10-27T11:49:00Z,0:20,53.8,55.6,R,0.842,7.8,9.9,33.25,10.2,32.93
FL09,Fall,2009,65,4,3,497,44.01528,-68.2478,44.00893,-68.26438,2009-10-27T13:06:00Z,0:20,52.8,52.2,NA,0.812,8.3,10.2,32.89,10.2,32.89
FL09,Fall,2009,66,4,3,438,44.04202,-68.26622,44.0501,-68.25552,2009-10-27T14:13:00Z,0:16,52,50.6,R,0.679,8.3,10.2,32.92,10.2,32.95
FL09,Fall,2009,67,4,2,111,44.27697,-68.4672,44.26977,-68.4562,2009-10-28T08:20:00Z,0:16,23.6,28.6,RA,0.641,5.6,9.6,30.18,10.2,31.78
FL09,Fall,2009,68,4,2,79,44.30812,-68.46977,44.29618,-68.47845,2009-10-28T09:34:00Z,0:20,33.9,26.7,R,0.823,5.6,9.7,32.29,10.2,31.75
FL09,Fall,2009,69,4,1,148,44.24088,-68.45495,44.24965,-68.46863,2009-10-28T11:06:00Z,0:20,12.3,16.9,R,0.791,7.2,10.3,32.22,10.4,31.91
FL09,Fall,2009,70,4,2,49,44.35643,-68.16862,44.36953,-68.17258,2009-10-29T08:10:00Z,0:20,26.5,26.9,R,0.802,,9.7,32.2,9.9,32.44
FL09,Fall,2009,71,4,2,15,44.41905,-68.1892,44.43115,-68.19178,2009-10-29T09:44:00Z,0:19,25,24.2,R,0.734,4.4,10.3,31.39,9.9,32.31
FL09,Fall,2009,72,4,1,6,44.43518,-68.15637,44.44523,-68.16798,2009-10-29T11:06:00Z,0:20,18.3,20.3,NA,0.785,,10,32.49,9.9,32.64
FL09,Fall,2009,73,4,1,32,44.3819,-68.11633,44.39555,-68.1143,2009-10-29T12:46:00Z,0:20,19,17.2,R,0.823,,10,32.4,10.1,32.59
FL09,Fall,2009,74,4,2,72,44.31628,-68.1318,44.33022,-68.13297,2009-10-29T14:21:00Z,0:20,32.5,30.7,R,0.837,7.8,10.2,32.59,10.1,32.68
FL09,Fall,2009,77,4,4,360,44.10947,-68.00042,44.09725,-68.01277,2009-10-30T10:19:00Z,0:20,53.8,54.2,R,0.906,14.4,10.1,33.15,10.1,33.02
FL09,Fall,2009,78,4,3,226,44.19183,-67.96925,44.18008,-67.9761,2009-10-30T11:56:00Z,0:18,44.5,42.2,R,0.776,,10.1,32.98,10.1,33
FL09,Fall,2009,79,5,2,651,44.24632,-67.918,44.25642,-67.90477,2009-11-02T08:48:00Z,0:20,40.2,39.5,R,0.831,5.6,10.1,32.94,10,32.7
FL09,Fall,2009,80,5,2,581,44.29095,-67.79897,44.29923,-67.7872,2009-11-02T10:30:00Z,0:18,38.6,37.6,R,0.734,6.7,10.1,32.68,10.6,32.28
FL09,Fall,2009,81,5,4,743,44.16653,-67.8088,44.15847,-67.794,2009-11-02T14:11:00Z,0:20,73.7,76.3,R,0.801,7.8,10,33.33,10.6,32.25
FL09,Fall,2009,82,5,4,699,44.20438,-67.77248,44.2154,-67.76103,2009-11-02T15:24:00Z,0:20,69.7,66,NA,0.823,8.3,10.2,33.09,10.4,32.64
FL09,Fall,2009,83,5,3,561,44.31762,-67.5935,44.31188,-67.60302,2009-11-03T07:54:00Z,0:15,47.5,44.3,R,0.552,7.8,10.2,32.72,10.3,32.52
FL09,Fall,2009,84,5,4,639,44.25672,-67.66623,44.26488,-67.6522,2009-11-03T09:14:00Z,0:20,56.4,55.8,R,0.78,,10.2,32.93,10.5,32.43
FL09,Fall,2009,86,5,3,564,44.31402,-67.52567,44.32166,-67.54255,2009-11-03T14:21:00Z,0:20,53.9,53.4,NA,0.861,10.6,10.1,33.01,10.2,32.61
FL09,Fall,2009,87,5,1,220,44.48912,-67.78183,44.49958,-67.77885,2009-11-04T08:38:00Z,0:15,9.9,10,RA,0.639,,9.8,32.32,8.9,31.88
FL09,Fall,2009,88,5,1,234,44.47003,-67.83148,44.48202,-67.84027,2009-11-04T10:00:00Z,0:20,10.3,7.8,NA,0.814,5.6,9.5,32.03,9.2,32.27
FL09,Fall,2009,89,5,1,240,44.50262,-67.69963,44.51128,-67.69252,2009-11-04T12:20:00Z,0:15,9.2,8,NA,0.615,6.1,9.4,31.76,9.4,32.35
